News,State
نشرت صفحات وحسابات سورية على مواقع التواصل الاجتماعي خبراً يدعي أن لونا الشبل -المستشارة الإعلامية لبشار الأسد- أدلت بتصريحات هاجمت خلالها الأشخاص الذين ينتقدون الظروف الاقتصادية ال.,0
يتداول رواد مواقع التواصل الاجتماعي صورة مبنى ضخم يزعم ناشروها أنه يظهر عمارة شعبية في الصين، فما حقيقة هذه الصورة؟ تابع المقال الآتي..,0
تداول مستخدمو مواقع التواصل الاجتماعي عدة مقاطع فيديو مجتزأة يظهر فيها فيما يبدو أن عملية هبوط الإنسان على سطح القمر صوّرت على كوكب الأرض، وأن أمريكا لفقت عملية الهبوط لتبدو حقيقة،,0
" زعمت مواقع إخبارية وصفحات عامة على مواقع التواصل الاجتماعي أنّ القيادي في فصائل المعارضة بريف حلب الشرقي محمد ابراهيم الرحيّم الملقب ""أبو مريم"" انشق ووصل إلى مناطق سيطرة النظا.",0
"نقلت إذاعة سورية محلية عن مسؤول طبي في النظام السوري تصريحا يفيد بأن الطفرة الهندية من فيروس كورونا تنتقل في الهواء، مدعياً أن ""الطفرة يمكن أن تنتقل إلى سوريا عن طريق منخفض جوي هندي.",0
"تداولت صفحات إخبارية وحسابات شخصية على مواقع التواصل الاجتماعي، مؤخراً مقطع فيديو ادعوا أنه ""لإحراق المتظاهرين في فرنسا السيارات الجديدة""، مؤخراً.",0
على إثر الانفجارات التي هزت العاصمة اللبنانية بيروت مساء الثلاثاء 4 أغسطس،,0
انتشر على مواقع التواصل الاجتماعي فيسبوك وتويتر خبر يدعي وفاة الداعية إلاسلامي المصري محمد حسان يوم الجمعة 26 فبراير,0
تداولت صفحات عامة وحسابات شخصية على مواقع التواصل الاجتماعي صورة زعموا أنها لضابط في قوات النظام السوري يدعى سيف خيربك، وادعى ناشرو الصورة أن الضابط الذي يحمل رتبة عميد أسر من قبل.,0
انتشرت على مواقع التواصل الاجتماعي صورة لوالي إقليم هاتاي التركي، برفقة مجموعة من مدرسي اللغة التركية السوريين، وقال ناشرو الصورة إنها التقطت في مدينة عفرين.,0
انتشر على مواقع التواصل الاجتماعي اليوم تسجيل مصور وصور تظهر عشرات من الأشخاص يرتدون ستراً صفراء، ويجدفون بقوارب صغيرة بنهر السين في باريس.,0
"نشر حساب يحمل اسم ""الشيخ علاء السراي"" على منصة إكس تسجيلاً مصوراً لمكان بدا أنه يحترق أمام أنظار عدد من الأشخاص يرتدون زياً خليجياً فيما حمل التسجيل عبارة ""احتراق أول صالة للقمار.",0
"نشرت مواقع إخبارية موالية لـ ""حزب الاتحاد الديمقراطي -PYD"" اليوم، خبراً بعنوان ""بالفيديو…اشتباكات بين الفصائل الإرهابية لرفض القتال بعفرين""، عرضت فيه مقطعاً مصوراً قالت إنه يظهر شجا.",0
"نشرت صفحات ومواقع اخبارية صورة تظهر شباناً يصطفون خلف بعضهم للصعود الى شاحنة بيضاء وتظهر ايديهم مكبلة بسلاسل معدنية, وقالت الصفحات والمواقع ان الصورة لشبان سوريين في العاصمة دمشق يتم سوقهم.",0
تداولت صفحات عامة وحسابات شخصية على مواقع التواصل الاجتماعي، حديثاً، ادعاء بأن قانون مجلس النواب الأمريكي رقم 645 يحظر الأفراد الذين تلقوا لقاح 19-COVID من التبرع بالدم، مما يجعله.,0
نشر مستخدمون على مواقع التواصل الاجتماعي صورة للواء بهجت سليمان، السفير السابق للنظام السوري في الأردن، بعد وفاته الخميس 25 شباط/فبراير 2021 في دمشق، تظهره مع شخصين آخرين أمام مكت.,0
"نشرت وكالة ""باس نيوز"" ادعاء، أمس الخميس 1 أيلول 2022، يزعم أن فصائل ""الجيش الوطني"" المدعومة من تركيا، اعتقلت الإعلامي فائز الدغيم.",0
تناقل ناشطون على منصات التواصل مقطعاً صوتياً للتحذير من انقطاع متوقع للإنترنت في 11 أكتوبر 2023،,0
"ادعت مواقع إخبارية وصفحات على مواقع التواصل الاجتماعي أن ""خليفة زعيم داعش أبو إبراهيم القرشي الذي قتل مؤخراً، يدعى سلمان جبار العيساوي الملقب أبو ياسر العيساوي""، وهو عراقي من مدين.",0
لن يخف من شىء.. شكرًا النني,0
"تداولت صفحات إخبارية وحسابات شخصية على مواقع التواصل الاجتماعي، مؤخراً مقطع فيديو ادعوا أنه لـ"" كمين محكم نصبته قوات العشائر في دير الزور لمليشيات قسد داخل بلدة الشحيل وتكبيدهم خس.",0
"تداولت صفحات عامة وحسابات شخصية على مواقع التواصل الاجتماعي مقطع فيديو  يظهر جسم مضيء في السماء يولد أضواء على شكل حلقات ادعوا أنه ""رصد في سماء تركيا قبل الزلزال الذي ضرب الب.",0
"نشرت مواقع وصفحات إخبارية سورية مؤخراً، خبراً تحدث عن فوز معلمة سوريّة بجائزة ""المعلم العالمي"" للعام 2020، مشيرة إلى أن المعلمة التي حصدت الجائزة تدعى (نغم علي) من مدرسة ""الشهيد أحمد الشنب.",0
نشرت مواقع إخبارية مؤخراً أخباراً تتضمن تصريحات عنصرية نُسبت إلى عالم الأوبئة الفرنسي (ديدييه راوول) ضد شعوب المغرب العربي واليهود والغجر.,0
"ادعى موقع إخباري لبناني وصفحات إخبارية وحسابات شخصية على مواقع التواصل أن ""السلطات السعودية طلبت من رئيس الوزراء السوري المنشقّ رياض حجاب مغادرة السعودية خلال 48 ساعة"".",0
نشر مستخدمون لمنصات التواصل الاجتماعي مقطع فيديو يصور مقلبا اجتماعيا، ويزعم ناشروه أن الشخص الذي أصيب بالصدمة في المقلب قد توفي.,0
نشرت حسابات شخصية عدة على موقعي فيسبوك وتويتر، خبراً عاجلاً منسوب لحساب قناة (الجزيرة مصر) على فيسبوك، كما نشرت حسابات أُخرى الخبر العاجل ذاته منسوباً لقناة (العربية).,0
ادّعت مواقع إخبارية وصفحات على مواقع التواصل الاجتماعي أنّ معبر جرابلس الحدودي مع تركيا أطلق رابطاً مخصصاً لحجز إجازات عيد الفطر لعام 2022 الجاري.,0
"تداولت صفحات عامة وحسابات شخصية على مواقع التواصل الاجتماعي، حديثاً، مقطع فيديو يظهر جموع من الأشخاص يحملون أعلاماً فلسطينية ويقتربون من سياج على منطقة حدودية، وادعوا أنه لـ ""احتش.",0
انتشرت على مواقع التواصل الاجتماعي فيسبوك وتويتر صورة مركبة فضائية تحمل علم إثيوبيا وادعى ناشرو الادعاء بأنه يعود لدولة إثيوبيا,0
"تداولت صفحات عامة وحسابات شخصية على مواقع التواصل الاجتماعي مقطع فيديو ادعوا أنه لـ"" مظاهرات في حي ركن الدين الدمشقي ضد تردي الأوضاع المعيشية السائدة""، مؤخراً.",0
ادعت حسابات شخصية وصفحات عامة على موقعي التواصل (فيسبوك وتويتر) يوم الاثنين 18 كانون الثاني/يناير الحالي، وفاة سفير نظام الأسد السابق لدى الأردن (بهجت سليمان).,0
اوبر في امريكاعاملين خدمه تطلب من خلالها حد يتمشي معاك لحد المكان الي رايحهانت متخيل الى هيحصل لو اتعملت في مصر,0
نشرت حسابات على مواقع التواصل الاجتماعي (فيسبوك) و(تويتر) مؤخراً، فيديو تظهر فيه طائرة تناور عيارات نارية في الليل، قبل أن تصاب وتسقط.,0
"  تداولت صفحات وحسابات تركية على مواقع التواصل الاجتماعي ""صوراً تظهر لاجئين سوريين يرفعون لافتات، تحمل شعارات تطالب بترحيل اللاجئين الأفغان في تركيا إلى بلادهم"".",0
"نشر حساب يحمل اسم الموجز الروسي على منصة ""إكس"" صورة كتاب صادر عن مكتب أحد أعضاء البرلمان العراقي وقدم له بالقول ""عاجل: الحكومة العراقية توقف بيع النفط للأردن بسبب تورطها في الضربا.",0
"تداولت صفحات عامة وحسابات شخصية على مواقع التواصل الاجتماعي مقطع فيديو ادعوا أنه لـ ""انشقاق أربع ضباط أخوة من جيش بشار الاسد المجرم""، مؤخراً.",0
انتشرت على على موقع فيسبوك، أمس بكثافة صورة للممثل الأميركي الشهير آرنولد شوارزينجر، مستلقياً على الأرض أمام تمثال برونزي يحمل اسمه.,0
تداول ناشطون على مواقع التواصل الاجتماعي اليوم، تسجيلاً مُصوراً لعملية اشتباكات بالاسلحة الخفيفة والمتوسطة خلال اقتحام عناصر يرتدون الزي العسكري.,0
تناقل ناشطون على مواقع التواصل مقطعًا يظهر طائرًا ينفث النار، ويدعون أن المقطع يظهر طائر الحدأة المتسبب -بحسب مزاعم الادّعاء- بإشعال حرائق الغابات في استراليا سنويًّا،,0
"تداولت حسابات عامة على مواقع التواصل الاجتماعي، حديثاً، ادعاء يزعم أن دار الإفتاء المصرية أعلنت رسمياً أن ""أول أيام عيد الفطر المبارك يوم الإثنين المقبل"" الموافق للتاسع والعشرين م.",0
يتداول رواد مواقع التواصل ادعاء يزعم أن آخر إحصائية تعداد سكاني للعالم بلغ 7.8 مليار، منهم فقط 2.2 مليار ذكور والباقي إناث،,0
"الموقع ذكر في تقريره الذي نشره يوم الإثنين الفائت أن ""شخصين على الأقل قتلا وأصيب خمسة آخرون بجروح يوم الاثنين ١ حزيران/يونيو ٢٠٢٠، نتيجة انفجار سيارة مفخخة من نوع (سنتافية) غير منمرة في سو.",0
"تداولت صفحات عامة وحسابات شخصية على مواقع التواصل الاجتماعي، حديثاً، مقطع فيديو ادعت أنه لـ""لاستهداف المقاومة الفلسطينية دبابات تابعة للجيش الإسرائيلي"" وادعى الناشرون أن ""أبو عبيد.",0
"تداولت مواقع إخبارية عربية ومحلية صورة لتعليق منسوب لمؤسس موقع ""فيسبوك"" مارك زوكربيرغ، رد فيه على واحد من آلاف التعليقات التي كُتبت على منشوراته في صفحته الشخصية وعد خلاله بتقديم الدعم وال.",0
نشر حساب ياسر سعيد شعلان في مجموعة أولياء أمور مدارس مصر على موقع التواصل الاجتماعي فيسبوك صورة وأرفقها بالنص الوصفي الآتي (من دون تصرّف):,0
على بعد أيام قليلة من انطلاق كأس العرب فيفا 2021 في قطر، تناقل نشطاء في مواقع التواصل الاجتماعي خبرا يزعم أن رئيس الفيفا أعلن استبعاد حكام المغرب من هذه التظاهرة الرياضية بسبب تلاعبهم في المباريات المقامة ببلدهم.,0
 نشر مستخدمون في مواقع التواصل الاجتماعي الأحد 25 أيلول، تسجيلاً مصوراً تظهر فيه شابة تهرول في شارع، دون ارتداء ملابس، وزعم ناشرو التسجيل أن الفتاة هي شابة إيرانية خرجت.,0
: تداول مستخدمون لمواقع التواصل الاجتماعي تسجيلا مصورا يظهر لحظة الاعتداء على رجل محاط بعناصر من الشرطة التركية من قبل عدد كبير من الأشخاص المحتشدين خلال محاولة نقله بواسطة ع.,0
نشرت حسابات وصفحات على موقعي التواصل الاجتماعي (فيسبوك) و(تويتر)، خبراً مرفقاً بصور يظهر فيها بابا الفاتيكان وهو يطلق من شرفته حمامتين.,0
"تداولت صفحات عامة وحسابات شخصية على مواقع التواصل الاجتماعي، حديثاً، مقطع فيديو ادعت أنه لـ""قصف اليمن سفينة الشحن الإسرائيلية ""Unity Explorer"" في البحر الأحمر"".",0
نشرت مواقع إخبارية وصفحات موالية لنظام الأسد على مواقع التواصل الاجتماعي اليوم الإثنين خبراً قالت فيه إن 2556 مسلحاً خرجوا مع أقاربهم اليوم من مخيم اليرموك عبر ممر إنساني.,0
تناقل بعض الناشطين على موقع التواصل الاجتماعي فيسبوك صورة يدّعي ناشروها أنها تبين عملة رسمية أصدرتها الأرجنتين تحمل صورة ميسي وفريق البلاد.,0
تناقل ناشطون في منصة فايسبوك صورة يزعمون أنها تظهر لقاء محمد شياع السوداني مع المرشد الإيراني خامنئي,0
تناقل ناشطون على منصة فيسبوك صورة يدعي ناشروها أنها تظهر حاكم إقليم دارفور مني أركو مناوي مع رئيس جهاز الأمن والمخابرات الأسبق صلاح قوش مؤخراً،,0
من أعماق البحار رجال الله قادمــون.”,0
"نشرت وسائل إعلامية وحسابات بمواقع التواصل الاجتماعي خلال الأيام القليلة الماضية من شهر آب 2022، صوراً لنقوش حجرية تسمى بـ""صخور الجوع""، زُعم أنها ظهرت مؤخراً مع موجة الجفاف التي ضر.",0
"تداولت قنوات إخبارية ومستخدمون لمواقع التواصل الاجتماعي تسجيلاً مصوراً ادّعوا أنّه يظهر ""إنزال جوي لمظليين روس في سماء أوكرانيا"".",0
ادّعى موقع قناة (روسيا اليوم) يوم الثلاثاء 4 أغسطس/ آب 2020 أن عدد المصابين بفيروس كوفيد-19 قد زاد على مليون شخص وأن عدد الوفيات بالمئات.,0
نشرت مواقع الخلاصة نت والنقابي الجنوبي في 19 من آذار الجاري صورة لثلاثة أطفال زعموا أنهم قضوا في حادثة تفجير الحوثيين منازلاً فوق رؤوس ساكنيها في مدينة رداع بمحافظة البيضاء ف.,0
كوريا الشمالية تدعم روسيا في الحرب على أوكرانيا والزعيم الكورى يوجه رسالة خاصة لأمريكا لو دخلت في حرب مع روسيا مهدداً الناتو بصواريخ عابرة للقارات,0
"تداولت حسابات على مواقع التواصل الاجتماعي، حديثاً، مقطع فيديو ادعت أنه لـ ""تدمير المقاومة الفلسطينية دبابات ميركافا تابعة للجيش الإسرائيلي"".",0
"تداولت صفحات عامة وحسابات شخصية على مواقع التواصل الاجتماعي، مؤخراً مقطع فيديو ادعوا أنه لـ ""خروج الجزائريين والعرب عموما في شوارع باريس احتجاجاً على قتل الشرطة الفرنسية للشاب الج.",0
 تداولت صفحات وحسابات بمواقع التواصل الاجتماعي خلال اليومين الماضيين من شهر آب 2022، ادعاء يزعم قبض أجهزة النظام السوري الأمنية على 9 أشخاص من الجنسين في مدينة حلب، يعملون عل.,0
"تداولت صفحات عامة وحسابات شخصية على مواقع التواصل الاجتماعي، حديثاً، مقطع فيديو يظهر امرأة تردي ملابس بيضاء وسط جمع من الناس في مكة المكرمة وكتب على المقطع باللغة التركية ""أنا الس.",0
يتناقل رواد مواقع التواصل الاجتماعي صورة يزعم ناشروها أنها تظهر برج القاهرة مضاء بعلم دولة فلسطين في سياق التضامن مع الشعب الفلسطيني .,0
"تداول ناشطون على مواقع التواصل الاجتماعي، ومواقع إخبارية سورية ""تغريدة"" لشخصية سورية معارضة ورد فيها أن ""القضاء التركي أصدر حكماً برفض تجريم حاملي جوازات سفر المعارضة السورية، كما ألغى الع.",0
"ادعت مواقع ووكالات إخبارية ومستخدمون لمواقع التواصل الاجتماعي أن الرئيس الأمريكي جو بايدن صرح بأنه ""توصل مع الحلفاء إلى حل للأزمة في سورية"".",0
تناقل ناشطون على منصة فيسبوك أن الكونغرس الأمريكي قد حظر التبرع بالدم لمتلقي لقاح كوفيد-19،,0
"تداول ناشطون على مواقع التواصل الاجتماعي اليوم الثلاثاء، خبراً يتحدث عن وفاة الشيخ الدكتور ""محمد راتب النابلسي"".",0
تداولت حسابات على موقعي التواصل الاجتماعي (فيسبوك) و(تويتر) تسجيلاً مصوراً، يظهر فيه عشرات الأشخاص يرتدون زياً شعبياً أبيض اللون ويحملون البنادق، وبدوا كأنهم في مظاهرة.,0
تناقلت حسابات شخصية وصفحات إخبارية اليوم على مواقع التواصل الاجتماعي بينها صفحة الإعلامي سمير متّيني خبراً مفاده أن شاباً سورياً يدعى بشار الصباغ، قتل نتيجة الهجمات التي استهدفت مناطق في ا.,0
"نشرت صفحات عامة على موقع ""فيسبوك"" قصة تزعم أن شاب سوري يدعى ""أحمد المغربي عادة للحياة بعد أن توفي في الزلزال بمدينة الأتارب"" وأرفقت القصة بصورتين لشاب يظهر في إحداها مستلقيا على ف.",0
"نشرت وزارة الأوقاف في حكومة النظام السوري تنويهاً عبر معرفاتها بمواقع التواصل الاجتماعي في 24 نيسان/ أبريل الفائت، ادعت فيه أن ""السلطات السعودية ما زالت تحظر فريضة الحج عن ال.",0
"نشر حساب يحمل اسم ""روزان قباص ال سالم"" على منصة ""إكس"" تسجيلاً مصوراً يظهر ما بدا أنه مراسم تشييع قتلى للجيش الإسرائيلي وقال في تقديمه للفيديو ""لا تنصدموا يا عرب .",0
تناقل ناشطون على فيسبوك مقطع فيديو يدّعون أنه يظهر خبرًا يفيد بفرار المئات من الجنود المغاربة من الصحراء مؤخرًا.,0
"نشر مستخدمون في مواقع التواصل الاجتماعي بتاريخ 30 كانون الثاني/يناير تسجيلاً مصوراً زعم أنه ""للغارات التي استهدفت شاحنات  إيرانية مليئة بالسّلاح في مدينة البوكمال السورية بري.",0
"زعمت صفحات محلية وحسابات على مواقع التواصل الاجتماعي أن ""تسعيرة باقات الإنترنت الأرضي ADSL في مناطق النظام سترتفع إلى الضعف مع بداية العام القادم"".",0
"تداولت صفحات وحسابات على مواقع التواصل الاجتماعي خبراً منسوبًا لصحيفة الرأي الكويتية يدعي أن ""منظمة الصحة العالمية توصي الدول العربية بضرورة إلغاء صلاة عيد الأضحى المبارك"".",0
تناقل مستخدمون لمواقع التواصل الاجتماعي تسجيلاً مصوراً زُعم أنّه يظهر اقتحام عناصر من تنظيم داعش لأسوار سجن في حي غويران في الحسكة شمال شرقي سوريا.,0
"نشر حساب الصين بالعربية على منصة ""إكس"" خبراً يزعم أن ""الحكومة النيجيرية قررت رسمياً بيع النفط بعملتها المحلية من خلال وقف استخدام الدولار الأمريكي""، وادعى الحساب أن هذا الإجراء سي.",0
