News,State
"إسرائيل تتخذ ""إجراءات دفاعية"" تحسباً لهجوم انتقامي لمقتل زاهدي، فما هي خيارات الرد الإيراني؟",1
بعد الموافقة على إرسال دعم لإسرائيل في نفس يوم مقتل عمال الإغاثة، بايدن يلوح بإمكانية تعليق المساعدات العسكرية,1
"مؤسس المطبخ المركزي العالمي: ""إسرائيل استهدفت موظفي المنظمة في غزة بشكل ممنهج""",1
 أم تتهجم على معلمة بمدرسة تثير غضبا واسعا في تونس ,1
 باسم يوسف يتحدث عن الكوميديا ووسائل التواصل الاجتماعي وعدم الأمان,1
 تحذيرات الجيش الإسرائيلي لسكان غزة للإخلاء تحتوي على العديد من الأخطاء بحسب تحقيق لبي بي سي,1
" بعد ""القبلة القسرية""، قضية فساد تربط رئيس اتحاد كرة القدم الإسباني السابق والسعودية",1
 الهجوم على القنصلية الإيرانية في دمشق.. إيران تهدد إسرائيل برد قاس وإسرائيل تضع جيشها في حالة استنفار,1
 تندر المصريين على شعار ‘’النسر المصري’’ في مبنى البرلمان الجديد بالعاصمة الإدارية,1
الناتو في عيد ميلاده الـ 75: مشروع لدعم الإمبريالية أم لإبعاد النفوذ الروسي عن أوروبا؟,1
قضاة بارزون يحثون بريطانيا على وقف مبيعات الأسلحة لإسرائيل,1
"""ليتني أجوع معهم"" كيف تابع أب فلسطيني وضع طفليه في مستشفى الشفاء؟",1
هل وصلت حرب إسرائيل في غزة إلى مفترق طرق؟,1
"كيف أثر مقتل موظفي ""المطبخ المركزي العالمي"" على تقديم المساعدات في قطاع غزة؟",1
لماذا خفضت أوكرانيا سن التعبئة العسكرية؟,1
غياب المعاش التقاعدي وغلاء دور الرعاية يُقلق المسنين في الصين ,1
"هل تنقذ ""منصة ترامب"" المرشح الرئاسي من متاعبه المالية؟",1
"في قديم الزمان كان أباطرة اليابان في ""مصاف الآلهة""، وها هم ينضمّون إلى إنستغرام",1
"جثامين موظفي مؤسسة ""المطبخ المركزي العالمي"" في طريقها إلى القاهرة، وسط استمرار التنديد الدولي الواسع",1
  تشبه قصة الطفل المغربي ريان.. تضامن مع شاب مصري سقط في بئر عميقة,1
 محمد الويشي.. صانع محتوى ليبي يثير غضبا في السعودية بعد تقييمه أكلات أحد المطاعم الكبيرة,1
إسرائيل ستمنع بث قناة الجزيرة.. وعدد الصحفيين القتلى قد يتجاوز المئة,1
 لماذا انسحب طبيب فلسطيني أمريكي من اجتماع مع الرئيس الأمريكي جو بايدن في البيت الأبيض؟,1
 خمسة أسباب لانخراط إيران في صراعات عالمية,1
 مشاهد للحظة زلزال بقوة 7.4 درجة ضرب تايوان,1
بوتسوانا تهدد بإرسال 20 ألف فيل إلى ألمانيا,1
إدارة بايدن مستمرة في تقديم المساعدات العسكرية لإسرائيل رغم معارضتها للهجوم على رفح – واشنطن بوست,1
كيف تفوقت الصين على الولايات المتحدة دبلوماسيا؟,1
الذخائر غير المنفجرة، قنابل موقوتة بعد الحرب في غزة,1
هل يمكن أن يحصل الفلسطينيون على العضوية الكاملة في الأمم المتحدة؟,1
هل سترد إيران على إسرائيل بعد مقتل القيادي محمد رضا زاهدي؟,1
تقنيات التزييف العميق باتت تشكل ضررا لآلاف النساء ,1
بعد أدائه اليمين الدستورية في العاصمة الجديدة، من أين سيحكم السيسي مصر؟,1
ثلاثة أسباب وراء كون بوتين أقوى من أي وقت مضى,1
"ماذا نعرف عن موظفي ""المطبخ العالمي"" الذين قتلوا في غزة؟",1
 للصبر حدود.. الرئيس الجزائري يحذر دولة شقيقة,1
 مصاحف مذهبة ومزخرفة نادرة في الرياض,1
 ماذا نعرف عن مقتل فريق منظمة المطبخ المركزي العالمي بغارة إسرائيلية في غزة؟,1
 تنديد واسع بعد مقتل 7 عمال إغاثة في غارة إسرائيلية في غزة,1
 مصر.. السيسي يؤدي اليمين الدستورية لولاية ثالثة في العاصمة الإدارية الجديدة,1
 ما هو الهجوم الجوي الذي تعتبره إسرائيل خطيراً جداً في إيلات؟,1
باسيرو ديوماي فاي.. من السجن إلى رئاسة السنغال,1
"""حرب غزة"" نقطة تحوّل تضع الاتفاقيات الأردنية الإسرائيلية في دائرة المراجعة",1
لماذا خسر حزب أردوغان الانتخابات المحلية؟ - في الغارديان,1
"نادي الهلال السوداني يواصل اللعب ""لإلهاء الناس عن الحرب""",1
"كيف يستخدم المحتالون ""فيسبوك ماركت"" للنصب على ضحاياهم؟",1
"كتائب حزب الله العراقية تتعهد بتسليح ""المقاومة في الأردن"" ومباحثات دولية وإقليمية حول تطورات الهدنة بين إسرائيل وحماس ",1
مقتل رضا زاهدي القيادي في الحرس الثوري الإيراني خلال هجوم على مبنى القنصلية الإيرانية في دمشق,1
"المسيحيون الإيرانيون يحتفلون بعيد الفصح ""سراً""",1
ماذا نعرف عن محمد رضا زاهدي القيادي الإيراني الذي قتل في الهجوم الجوي على دمشق؟,1
 كيف بدت معالم مجمع الشفاء الطبي بعد انسحاب الجيش الإسرائيلي منه؟,1
 أطباق ومفروشات مفقودة.. سرقة مقتنيات من قسم الصحفيين بطائرة الرئاسة الأمريكية,1
 رأس خنزير بباب مسجد في فرنسا، فكيف ردت الداخلية الفرنسية؟,1
من هو محمد مصطفى الذي تسلم مهامه رسمياً كرئيس وزراء فلسطيني جديد خلفاً لإشتية؟,1
 ماذا نعرف عن رئيس الوزراء الفلسطيني الجديد محمد مصطفى؟,1
"اعتقال شقيقة إسماعيل هنية بتهمة التحريض على ""أعمال إرهابية"" ",1
الاحتجاجات ضد نتنياهو تعيد الانقسامات السياسية في إسرائيل إلى الواجهة,1
"""الدول العربية لن ترسل قوة عسكرية إلى غزة دون مفاوضات لإنهاء الصراع"" - تايمز أوف إسرائيل ",1
خمسة أسئلة حول ما يحدث للاقتصاد الصيني,1
"الانتخابات المحلية التركية: المعارضة توجه ""ضربة موجعة"" لأردوغان بفوزها التاريخي بإسطنبول وأنقرة",1
إصابة صحفيين في قصف جوي إسرائيلي استهدف ساحة مستشفى شهداء الأقصى في قطاع غزة,1
انتهاء عملية التصويت في الانتخابات المحلية في تركيا,1
تقرير عن نيّة حماس عدم حضور محادثات القاهرة إن لم يُعرض مقترح جديد، والجيش الإسرائيلي يعلن قتل قيادي بارز من الجهاد الإسلامي ,1
"تقارير عن مقتل وإصابة العشرات في ولاية الجزيرة جنوبي الخرطوم، وبريطانيا تحذر من ""تطهير عرقي"" ضد الأفارقة السودانيين",1
انفجار بسيارة مفخخة يستهدف سوقا شعبيا في حلب,1
"حجم المعاناة في غزة يجعل من الصعب نفي الاتهامات بارتكاب ""جرائم حرب"" - الغارديان",1
بالصور: مسيرات في مدن حول العالم لإحياء يوم الأرض الفلسطيني مع استمرار الحرب في غزة,1
كيف سخر دونالد ترامب من جو بايدن في مقطع فيديو؟,1
"وزارة الصحة في غزة تعلن ارتفاع عدد القتلى إلى أكثر من 32,700",1
بي بي سي ترافق طائرة أمريكية خلال عملية إنزال جوي على غزة,1
العلاج بتعديل الجينات أمر بعيد المنال لمعظم الأشخاص المصابين بمرض فقر الدم المنجلي,1
لماذا يعد فوز حزب العدالة والتنمية في إسطنبول اختباراً حاسماً لأردوغان؟,1
هل يمكن أن يساعد الذكاء الاصطناعي في تعزيز الديمقراطية؟,1
إسرائيل تعلن مقتل قائد عسكري في حزب الله خلال غارة جنوبي لبنان ,1
لماذا يُشكِّل إعفاء الحريديم من الخدمة العسكرية جدلاً في إسرائيل؟,1
" ""الأمن المجتمعي ونسيج المجتمع الإسرائيلي قد انهار""",1
"""محاربو التيراكوتا"" يكشفون أسرارا مذهلة عن الحياة في الصين قبل 2,200 عام",1
 بسبب شارة التوحيد .. نجم ريال مدريد المسلم روديغر يقاضي صحفيا ألمانيا,1
 القنابل غير المنفجرة تهدد حياة الفلسطينيين في قطاع غزة,1
 قُبل وعناق ماكرون ودا سيلفا في البرازيل تجذب الانتباه,1
 تكريم الملياردير المصري محمد منصور بوسام الفروسية يثير انتقادات لحزب المحافظين البريطاني,1
مخاوف من تقسيم السودان بعد تشكيل الدعم السريع إدارة مدنية في ولاية الجزيرة,1
في حرب غزة .. كلا الطرفين خاسر - التايمز,1
محكمة العدل الدولية تأمر إسرائيل بسماح دخول المساعدات الغذائية والطبية إلى غزة,1
 احتجاجات يومية دون توقف في الأردن منذ بدء الحرب في غزة,1
"رحلة ""ملك العملات المشفرة""، من ""الملياردير الأسطورة"" إلى مئة عام في السجن",1
ماذا نعرف عن المشتبه بهم في هجوم موسكو؟,1
ماذا نعرف عن المشتبه بهم في هجوم موسكو؟,1
محكمة العدل الدولية تطالب إسرائيل بضمان وصول الإمدادات الغذائية إلى سكان غزة دون تأخير,1
نساء عربيات دوّت أصواتهن سعياً لتحرير بلادهن,1
"مسؤول أممي لبي بي سي: ""المجاعة في غزة قد ترقى إلى جريمة حرب""",1
 بعد خلاف حول الحجاب .. فرنسا تقاضي تلميذة اتهمت مدير مدرستها بضربها,1
 سلسلة حرائق متتالية في مصر تثير غضب وتحليلات المواطنين,1
 وزيرة الاتصالات العراقية تدعو إلى حجب المواقع الإباحية وإحدى منصات التواصل الاجتماعي,1
من شولا كوهين إلى إم كامل، كيف تجمع إسرائيل معلوماتها من لبنان؟,1
حرب غزة: هل تعبأ إسرائيل بالقانون الدولي وتقارير الأمم المتحدة؟,1
 حزب الله وإسرائيل: ماذا نعرف عن قوات الفجر الإسلامية في لبنان؟,1
الحكومة الفرنسية تقاضي تلميذة بسبب الحجاب,1
"إسرائيل ""تتخذ خطوات فعلية"" لشن عملية عسكرية برية في رفح رغم التحذيرات الدولية",1
"""على إسرائيل أن تنصاع لأمريكا.. الآن"" - صحيفة هآرتس",1
نتنياهو يبلغ واشنطن رغبته تحديد موعد جديد لإرسال وفد لمناقشة العملية العسكرية في رفح,1
"ملك بريطانيا يغيب عن قداس خميس العهد، ويدعو لمد ""يد الصداقة"" في رسالة مسجلة",1
"""كائناتٌ مسكينة"": فيلم نسوي أم عمل خاضع لـ""النظرة الذكورية""؟",1
تزايد العنف ضد العمال من آسيا الوسطى بعد هجوم موسكو,1
هل يساعد الذكاء الاصطناعي في وضع حد لأزمة الغذاء التي تواجه العالم اليوم؟,1
 غرق 12 فلسطينياً أثناء محاولتهم الوصول للمساعدات قبالة شاطئ غزة,1
 رئيس السنغال باسيرو ديوماي فاي يدخل القصر بزوجتين,1
" هدف الجزائري بنزية ""العالمي"" في مرمى جنوب أفريقيا",1
 لماذا أخفى تلفزيون كوريا الشمالية صورة الجينز الذي يرتديه مقدم برنامج بريطاني للبستنة؟,1
" شون كومز.. مغني الراب الأمريكي الشهير واتهامات ""الاغتصاب والاتجار بالجنس""",1
"إسرائيل ترفض اتهامها بارتكاب ""إبادة جماعية"" في غزة، وحماس تدعو لـ ""حماية الإنسانية""",1
" جنوب لبنان: مشروع ""خطوة"" لدعم النازحين اللبنانيين نفسياً من أضرار الحرب",1
لماذا يحقق الاتحاد الأوروبي مجدداً مع أبل وميتا وغوغل؟,1
شركة يابانية توقف إنتاج حفاضات الأطفال لتوفيرها للبالغين  ,1
 كيف انهار جسر بالتيمور بعد أن اصطدمت به سفينة؟,1
"حزب الله يقصف إسرائيل بـ ""عشرات الصواريخ"" ردا على غارة جوية إسرائيلية",1
"بايدن ""كبش فداء"" لسياسة نتنياهو – في الغارديان",1
قرار مجلس الأمن الدولي رقم 2728 بشأن غزة: ما الفرق الذي يحدثه؟,1
مروان عيسى: إسرائيل تعلن مقتل نائب القائد العام لكتائب القسام,1
حماس تؤكد تمسكها بوقف إطلاق النار وتبادل الأسرى وهنية في إيران لبحث التطورات,1
" شركات يابانية تسحب منتجاتها بعد مقتل مستهلك و مرض العشرات بسبب تناول ""بيني كوجي""",1
" فينيسيوس باكيا: ""الإساءات العنصرية في إسبانيا أفقدتني متعة اللعب""",1
" مومو.. إحالة المذيع المغربي إلى النيابة العامة بسبب ""سرقة مزعومة لزيادة مشاهدات برنامجه""",1
 وسيم جزار: وفاة اللاعب الجزائري بعد إصابة مروعة ونقله من الملعب بدون سيارة إسعاف,1
 انهيار جسر في نهر إثر اصطدام سفينة شحن به في مدينة بالتيمور الأمريكية,1
 تظاهرات بالآلاف في الأردن واعتقالات لناشطين,1
 كيف عاش أحد الناجيين أحداث هجوم موسكو؟,1
 ما الذي نعرفه عن حادث انهيار جسر بالتيمور في ولاية ماريلاند الأمريكية؟,1
 عاملات المنازل في عُمان: تحقيق لبي بي سي في قضية اتجار بعاملات منازل وسوء المعاملة,1
بايدن قرر مواجهة نتنياهو بما هو أقوى من الكلمات,1
 شاهد لحظة انهيار جسر بالتيمور في ولاية ميريلاند الأمريكية بعد اصطدامه بسفينة,1
إسرائيل تلغي اجتماعا في واشنطن بعد تبني مجلس الأمن قرار وقف إطلاق النار في غزة,1
"""كيف فاجأت الولايات المتحدة إسرائيل على حين غرة؟""- صحيفة إسرائيل هيوم",1
هل حان وقت انسحاب القوات الأمريكية من سوريا؟,1
كيف تؤثر حرب غزة على انتخابات تركيا المقبلة؟,1
كيف تؤثر حرب غزة على انتخابات تركيا المقبلة؟,1
ترحيب دولي بتبني مجلس الأمن مشروع قرار يدعو لوقف إطلاق النار في غزة، وإسرائيل تنتقد امتناع واشنطن عن التصويت,1
"البوابة 96 معبر جديد يجلب ""الحياة والموت"" إلى غزة",1
"أول عداءة تحقق فوزاً تاريخياً في ""أصعب سباق"" لإلهام نساء العالم",1
ألف ليلة وليلة: الجذور التاريخية للكتاب الأكثر سحرا في الشرق والغرب,1
 ماذا نعرف عن هجوم موسكو حتى الآن؟,1
" يسرا محنوش.. الفنانة التونسية تعتذر عن أغنية أدتها بسبب انتقادات يمنيين حول""الكلمات""",1
 اللاعب الفرنسي محمدو دياوارا يستبعد من قائمة المنتخب بسبب الصوم,1
 أحد الشعانين: كيف استقبله المسيحيون في القدس وغزة؟,1
"الأزمة الطبية في مستشفيات قطاع غزة وصلت لمستوى ""لا يمكن تصوره""",1
من هم المستوطنون اليهود الذين يريدون بناء منازل في غزة؟,1
"محكمة روسية تتهم أربعة أشخاص بـ""القيام بعمل إرهابي""",1
 الحرب في السودان: الاغتصاب سلاح للانتقام,1
هل إقناع نتنياهو والسنوار بالموافقة على صفقة أمر بعيد المنال؟- ذا ناشيونال,1
إسرائيل تبدي انفتاحاً إزاء عودة النازحين من جنوب قطاع غزة، وتمنع إدخال قوافل الأونروا إلى شماله,1
هل فقد القصر الملكي السيطرة على الخطاب الإعلامي بعد إصابة الأميرة كيت بالسرطان؟,1
"مقترح أمريكي ""لتقريب وجهات النظر"" في المفاوضات بين حماس وإسرائيل",1
هل فقدت إيران السيطرة على الجماعات الموالية لها في الشرق الأوسط؟,1
هجمات الناتو التي بدأت عصرا جديدا من الحروب,1
"""بينما تقاتل على جبهتين، قد تكون إسرائيل نائمة أمام خطر إيران""- صحيفة إسرائيل هيوم",1
ما هي الخطة الأمريكية حول غزة بعد الحرب والتي حملها بلينكن في جولته الأخيرة؟,1
"أمل جديد لـ""حبيسات الجسد"" قد يساعد في علاج مرضهن",1
بوتين يعلن اعتقال أربعة مسلحين يشتبه في تنفيذهم الهجوم على قاعة الحفلات في موسكو,1
"بايدن بوجهين وحمل خدعة العرب لإسرائيل من قبل! وهجوم ""تنظيم الدولة"" ليس غريبا على موسكو -جولة الصحافة",1
كنديان يحصلان على اعتذار رسمي بعد سبعين عاماً على تبديلهما عن طريق الخطأ عند الولادة,1
ما حقيقة صور الأسرى في مجمع الشفاء وتفجير مبنى الجراحات؟,1
بعد تبنيه هجوم موسكو، هل يعود تنظيم الدولة الإسلامية للواجهة من جديد؟  ,1
لماذا تتورط إيران في الكثير من الصراعات؟,1
كيت ميدلتون أميرة ويلز تعلن خضوعها للعلاج من السرطان,1
"مجلس الأمن يصوت على مشروع قرار جديد لـ""وقف فوري لإطلاق النار"" في غزة بعد ""فيتو"" صيني روسي ضد القرار الأمريكي",1
 جنوب لبنان: أين الجيش اللبناني من الحرب الدائرة بين إسرائيل وحزب الله؟,1
" فلسطيني يعدم شقيقه ""الجاسوس"" في مخيم جنين",1
 أسعار الوقود في مصر.. الحكومة ترفعها والمصريون يتساءلون لماذا الآن؟,1
 ماكرون يظهر بصور ملاكم بعضلات منتفخة ويثير جدلا بين الفرنسيين,1
بريطانيا تشهد أكبر ارتفاع في معدل الفقر المدقع منذ 30 عاما,1
قصة فتاة من غزة تتوسل لإنقاذ شقيقها أولاً بعد مقتل عائلتها بأكملها,1
ما طبيعة تفاعل بعض العواصم العربية مع الدور الأمريكي في حرب غزة؟,1
 لحظة إنقاذ عشرات المهاجرين الروهينجا من غرق قارب صدئ,1
"إسرائيل ""مهددة"" بخسارة استراتيجية في غزة، ونتنياهو يواجه ""مأزقاً لا فكاك منه"" – صحف",1
 حرب غزة: الطفلة ألمى تتحدث عن فقدان أفراد عائلتها كاملة في قصف إسرائيلي,1
لماذا تحوّل ماكرون من معسكر الحمائم إلى معكسر الصقور في ملف أوكرانيا؟,1
كندا بعد تصويت برلمانها لصالح حل الدولتين تحظر بيع الأسلحة لإسرائيل ,1
ما هي أبرز الأحداث التي أدت للتوتر في باحات المسجد الأقصى؟,1
ما هو تعريف المجاعة ؟ متى يتم إعلانها ولماذا غزة والسودان في خطر ؟,1
وزارة العدل الأمريكية تقاضي آبل بتهمة احتكار سوق الهواتف الذكية,1
الهند تتسابق تحت سطح البحر لاستخراج معادن البطاريات ,1
بلينكن يبحث مع الرئيس المصري جهود التهدئة في قطاع غزة وسط حراك دبلوماسي مكثف بالمنطقة,1
"الشباب ""أقل سعادة"" من آبائهم بحسب التقرير العالمي للسعادة 2024",1
 جورجيا ميلوني تطلب تعويضا بسبب مقاطع إباحية مزيفة لها,1
إسرائيل تحاصر مجمع الشفاء - شهادات حصرية لبي بي سي وسط تدهور الأوضاع الإنسانية في غزة,1
ما أهم بنود مشروع القرار الأمريكي الجديد لوقف إطلاق النار في غزة؟,1
 عيد الأم في غزة: كيف تتأقلم دارين مع الحياة الجديدة بعد فقدان والديها في الحرب؟,1
 مذكرات زمن الحرب: الإسرائيليون على خط المواجهة اللبناني,1
الجيش الإسرائيلي يستعد لمعركة قانونية بعد انتهاء الحرب في غزة - يديعوت أحرنوت,1
"ما هي خطة ""اليوم التالي"" الإسرائيلية للتعامل مع غزة بعد الحرب؟",1
الكرامة: حكاية آخر معركة اتحد فيها المقاتلون الفلسطينيون والجيش الأردني ضد إسرائيل,1
"بلينكن يبحث مع بن سلمان حماية المدنيين في غزة قبل ""عملية رفح""",1
نوروز: هل هو عيد قومي أم ديني لدى الأكراد؟,1
رئيسة وزراء إيطاليا تسعى للحصول على تعويض بسبب تزييف مقاطع إباحية لها,1
 تفجير رداع.. قتلى في تفجير الحوثيين منزلا في حي سكني بمحافظة البيضاء,1
 حرب غزة: والدة رهينة إسرائيلي تتحدث حول ضرورة وقف الحرب لعودة ابنها,1
مم يتكون الجيش الإسرائيلي وما هي الأقليات التي تخدم فيه؟,1
 الحرب في السودان: الحياة على خط المواجهة في الحرب الأهلية,1
" حرب غزة: ماذا نعرف عن ""الجزر الإنسانية"" وما رأي النازحين؟",1
شبح المجاعة يخيم على السودان وشهادات حصرية لبي بي سي عن اغتصاب وإعدامات في شوارع العاصمة,1
نتنياهو عازم على تنفيذ هجوم برّي على رفح بدون الضوء الأخضر الأمريكي,1
في غزة.. نريد النفوذ الإماراتي أولاً، والسعودي لاحقاً - في يديعوت أحرنوت,1
"كيف انتشرت نظرية المؤامرة حول ""شبيهة كيت ميدلتون"" على وسائل التواصل الاجتماعي؟",1
هل يشكل تيك توك خطرا حقيقيا على الغرب؟,1
غياب ميسي عن مباراة هونغ كونغ يثير غضباً محلياً ويتسبب في خسارة الشركة المنظمة ملايين الدولارات,1
" مسلسل ""لانش بوكس"".. غضب من استخدام حوار بشأن طفل مفقود في غزة في مشهد ""غير لائق""",1
 مستشفى الشفاء: نازحون من غزة يصفون الهجوم على المجمع الطبي,1
"مسلسل ""صاحبة المعالي"".. تساؤلات حول أسباب وقف عرض الجزء الثالث منه",1
 من مصر إلى غزة... الحرب تحرم عائلات من الإفطار معا في رمضان,1
 كيت ميدلتون.. فيديو لأول ظهور لأميرة ويلز منذ انتشار شائعات حول غيابها,1
غزة على شفا المجاعة: كيف توصلت الأمم المتحدة إلى هذا الاستنتاج؟,1
"بلينكن يقول إن 100 بالمئة من سكان غزة ""يعانون من انعدام الأمن الغذائي""",1
مجموعة على تطبيق واتساب تنقذ ضحايا الإتجار بالبشر في سلطنة عمان,1
