News,State
"بعث المستشار عبدالوهاب عبدالرازق رئيس مجلس الشيوخ ببرقية تهنئة للرئيس عبدالفتاح السيسي بمناسبة عيد الفطر المبارك

",1
يستعرض مسلسل مليحة القضية الفلسطينية على مدار التاريخ ودور مصر في دعم القضية وأشقائنا الفلسطينيين، كما أظهر الحرب على الإرهاب الذى عانت منه الدولة المصرية لسنوات,1
"بدأ منذ قليل اجتماع مجلس الوزراء الأسبوعى، برئاسة الدكتور مصطفى مدبولى، والذى انعقد اليوم الإثنين بدلا من الأربعاء الذى يوافق إجازة رسمية بمناسبة عيد الفطر.

",1
بعث المستشار الدكتور حنفي جبالي، رئيس مجلس النواب، برقية تهنئة إلى الرئيس عبدالفتاح السيسي، رئيس الجمهورية، بمناسبة حلول عيد الفطر المبارك، أعاده الله على شعب مصر العظيم,1
شهدت الحلقة الثامنة والعشرون من مسلسل المعلم بطولة الفنان مصطفى شعبان، أحداثا مختلفة حيث قرر محمود الليثى أن يساعد المعلم في استعادة ابنه المخطوف,1
تنص المادة (8) من قانون مكافحة الهجرة غير الشرعية وتهريب المهاجرين الصادر بالقانون رقم 82 لسنة 2016، على أن يُعاقب بالسجن وبغرامة لا تقل عن مائتي ألف جنيه,1
دأبت الدولة المصرية منذ عام 2014على إيلاء الاهتمام للفئات الأولى بالرعاية، وهو ما نص عليه الدستور المصري في العديد من المواد التي تهدف إلى تحقيق مصلحة المواطن المصري,1
نظم قانون البنك المركزى والجهاز المصرفي، قواعد تقديم ومنح الائتمان لعملاء البنوك، ونصت المادة 99 على أن يضع مجلس إدارة البنك قواعد الائتمان لعملائه,1
"تنص المادة 58 من قانون حماية الملكية الفكرية على أن تعد الأفعال الآتية، على الأخص، متعارضة مع الممارسات التجارية الشريفة، وينطوي ارتكابها على منافسة غير مشروعة:

",1
"ينص قانون العمل رقم 12 لسنة 2003 فى المادة 69، على أنه لا يجوز فصل العامل إلا إذا ارتكب خطأ جسيما، ويعتبر من قبيل الخطأ الجسيم الحالات الآتية:

",1
"يلزم قانون البناء، بتوفير اشتراطات تأمين المبنى ضد الحريق والالتزام بعدد المصاعد الذى يتوافق مع ارتفاع المبنى وعدد الوحدات، وحدد عقوبة مخالفة ذلك.

",1
"حدد القانون رقم 92 لسنة 2018 بشأن تنظيم وتشجيع عمل وحدات الطعام المتنقلة، عدد من الشروط لمنح الترخيص بتشغيل وحدة الطعام المتنقلة الشروط الآتية:
",1
حدد القانون رقم 15 لسنة 2004 بإنشاء هيئة تنمية صناعة تكنولوجيا المعلومات، أنشطة وخدمات التوقيع الإلكتروني,1
"حظر القانون رقم 68 لسنة 1976 بشأن الرقابة على المعادن الثمينة ممارسة مهنة الخبراء المثمنين للمعادن الثمينة دون ترخيص، حيث نصت المادة 19 من القانون على أنه يحظر ممارسة مهنة الخبراء المثمنين

",1
تنص المادة 242 من قانون العمل، على أن يعاقب بالحبس مدة لا تقل عن شهر ولا تجاوز سنة وبغرامة لا تقل عن عشرة آلاف جنيه ولا تجاوز عشرين ألف جنيه أو بإحدى هاتين العقوبتين,1
نظم القانون رقم 194 لسنة 2020 بإصدار قانون البنك المركزي والجهاز المصرفي، قواعد تقديم ومنح الائتمان لعملاء البنوك، ونصت المادة رقم (99) على أن يضع مجلس إدارة البنك,1
"حرص المستشار الدكتور حنفي جبالي ،رئيس مجلس النواب، على تقديم واجب العزاء لأسرة المغفور له بإذن الله الدكتور  أحمد فتحي سرور رئيس مجلس الشعب 
",1
"أكد النائب عمرو السنباطي عضو مجلس النواب على أهمية دعوة  الرئيس عبد الفتاح السيسي، لاستمرار حالة الحوار الوطني الذي دعا له ، موضحا أن الحوار خلق حالة من الحراك السياسي
",1
تنص المادة 12 من قانون التحالف الوطنى للعمل الأهلى التنموى على أن مجلس الأمناء هو السلطة المسئولة عن شئونه وتصريف أموره وإدارة الأعمال والأنشطة,1
"يُعد التحالف الوطني للعمل الأهلي واحد من أهم الإنجازات التي شهدها حكم الرئيس عبد الفتاح السيسي، حيث كان هذا الكيان نتاج تفاعل الأطراف الفاعلة 

",1
"أشادت النائبة ايفلين متى ، عضو لجنة الصناعة بمجلس النواب بكلمة الرئيس عبد الفتاح السيسى خلال حفل إفطار الأسرة المصرية ، مشيرة إلى أن هذا الإفطار أصبح عادة سنوية وسنة حميدة
",1
"أكد النائب طارق رضوان رئيس لجنة حقوق الإنسان بمجلس النواب الأهمية الكبيرة للقضايا التى استعرضها الرئيس عبد الفتاح السيسى خلال لقائه مع ويليام بيرنز رئيس وكالة الاستخبارات المركزية الأمريكية،
",1
"في أجواء رمضانية خالصة، أقيم إفطار لنحو 600 شخص جمع الأيتام والمسنين وذوي الهمم، بحديقة العاشر من رمضان لادخال الفرحة على قلوبهم في الشهر الكريم.

",1
"

ثمن الحزب العربى الناصرى، برئاسة النائب محمد أبو العلا، كلمة الرئيس عبد الفتاح السيسى، خلال إفطار الأسرة المصرية، مؤكدا أنها تضمنت رؤية كاملة للنهوض بمصر.",1
"حرص  الدكتور علي السيد مصيلحى وزير التموين و الدكتورة هالة السعيد وزيرة التخطيط على الحضور وتقديم واجب العزاء لأسرة الراحل أحمد فتحي سرور، رئيس مجلس الشعب الأسبق، بمسجد المشير طنطاوى.

",1
"وصل منذ قليل  المستشار عبد الوهاب عبد الرازق، رئيس لمجلس الشيوخ لتقديم واجب العزاء لأسرة الراحل أحمد فتحي سرور، رئيس مجلس الشعب الأسبق، بمسجد المشير طنطاوى.

",1
"وصل حسين أبو العطا رئيس حزب المصريين، والدكتور نبيه العلقامى الأستاذ بجامعة حلون ونائب مجلس الشوري السابق،  لتقديم واجب العزاء لأسرة الراحل أحمد فتحي سرور،
",1
"نظّم حزب المصريين الأحرار حفل إفطار رمضانيًا مميّزًا لفئة ذوي الهمم، وذلك تحت رعاية النائب الدكتور عصام خليل، رئيس الحزب؛ جرى الحفل في مقر أمانة شمال القاهرة للحزب، 

",1
قال النائب محمد الرشيدي، عضو مجلس الشيوخ، إن تنظيم  إفطار الأسرة المصرية، ومشاهد تمثيل مختلف أطياف المجتمع المصري بحضور الرئيس عبدالفتاح السيسي تؤكد حالة التماسك المجتمعي,1
"وصول سامح عاشور نقيب المحاميين الأسبق، والنائب تيسير مطر وكيل لجنة الصناعة بمجلس الشيوخ الأمين العام لتحالف الأحزاب المصرية، لتقديم واجب العزاء لأسرة الراحل أحمد فتحى سرور..
",1
"وصلت أسرة الراحل أحمد فتحي سرور، رئيس مجلس الشعب الأسبق، منذ قليل بمسجد المشير طنطاوى لاستقبال المتوافدين لتقديم واجب العزاء من الشخصيات العامة والسياسية ومحبي الدكتور أحمد فتحى سرور.

",1
"أكد النائب محمد سلطان، عضو لجنة حقوق الإنسان بمجلس النواب، أن بداية الولاية الجديدة للرئيس عبد الفتاح السيسي مبشرة، وتؤكد أن الدولة المصرية سوف تواصل نهجها في عملية الإصلاح

",1
قالت النائبة ميرال جلال الهريدي، عضو مجلس النواب عن حزب حماة الوطن، عضو لجنة الدفاع والأمن القومي، إن حفل إفطار الأسرة المصرية الذي يحرص عليه الرئيس عبدالفتاح السيسي,1
ثمنت النائبة أمل سلامة عضو لجنة حقوق الإنسان بمجلس النواب كلمة الرئيس عبد الفتاح السيسي بحفل إفطار الأسرة المصرية اليوم، مؤكدة أن هذا ما اعتدنا عليه من الرئيس,1
